               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 462,             0.02719,           0.0090169,                   0,             0.98292,             0.95052,             0.97918,             0.74957,            0.022373,           0.0078594,                   0,           0.0064889,           0.0064889,           0.0064889
                 463,            0.025409,           0.0096226,                   0,             0.97713,             0.96102,             0.97632,             0.75241,            0.022002,           0.0077945,                   0,           0.0064764,           0.0064764,           0.0064764
                 464,            0.026494,           0.0091352,                   0,             0.96983,               0.964,             0.97435,             0.74769,            0.022103,           0.0078173,                   0,           0.0064639,           0.0064639,           0.0064639
                 465,            0.025714,           0.0093467,                   0,             0.97673,             0.94903,             0.97366,             0.75261,            0.021865,           0.0077556,                   0,           0.0064514,           0.0064514,           0.0064514
                 466,             0.02551,           0.0091809,                   0,             0.96677,             0.95946,             0.97341,             0.75049,            0.021772,           0.0077444,                   0,           0.0064389,           0.0064389,           0.0064389
                 467,            0.027665,           0.0088928,                   0,             0.97978,             0.94437,             0.97178,             0.75175,            0.021937,           0.0077343,                   0,           0.0064264,           0.0064264,           0.0064264
                 468,            0.027936,            0.010184,                   0,             0.97375,             0.95202,             0.97435,             0.75206,            0.022012,           0.0076976,                   0,           0.0064139,           0.0064139,           0.0064139
                 469,            0.025249,           0.0091414,                   0,             0.97835,             0.95052,             0.97743,             0.75024,            0.021999,           0.0077409,                   0,           0.0064014,           0.0064014,           0.0064014
                 470,             0.02553,           0.0091861,                   0,             0.99044,             0.94003,             0.97981,             0.75522,            0.021919,           0.0077717,                   0,           0.0063889,           0.0063889,           0.0063889
                 471,            0.026155,           0.0088991,                   0,             0.97256,             0.95652,             0.97992,             0.75489,            0.022123,           0.0077316,                   0,           0.0063764,           0.0063764,           0.0063764
                 472,             0.02798,           0.0093119,                   0,             0.98289,             0.94751,             0.98021,             0.74979,            0.022255,           0.0077371,                   0,           0.0063639,           0.0063639,           0.0063639
                 473,             0.02521,           0.0084706,                   0,             0.98587,             0.95202,             0.97853,             0.75254,            0.021754,           0.0075458,                   0,           0.0063514,           0.0063514,           0.0063514
                 474,            0.026302,           0.0087422,                   0,             0.98433,             0.95052,             0.97947,             0.74915,            0.021742,           0.0075351,                   0,           0.0063389,           0.0063389,           0.0063389
                 475,            0.024759,           0.0084831,                   0,              0.9844,             0.94595,             0.97408,             0.75363,            0.021884,           0.0075987,                   0,           0.0063264,           0.0063264,           0.0063264
                 476,            0.025367,           0.0093135,                   0,             0.97981,               0.946,             0.97625,             0.75846,            0.021866,           0.0076322,                   0,           0.0063138,           0.0063138,           0.0063138
                 477,            0.027264,           0.0089118,                   0,             0.98436,             0.94753,             0.97571,             0.75566,             0.02184,           0.0076121,                   0,           0.0063013,           0.0063013,           0.0063013
                 478,            0.027069,           0.0088083,                   0,             0.98587,             0.95052,             0.97905,             0.75751,             0.02169,           0.0075761,                   0,           0.0062888,           0.0062888,           0.0062888
                 479,            0.026833,           0.0094055,                   0,              0.9815,             0.95652,             0.97598,             0.75197,            0.021823,           0.0076268,                   0,           0.0062762,           0.0062762,           0.0062762
                 480,            0.026456,           0.0092892,                   0,             0.97999,             0.95502,             0.97819,             0.75141,            0.021824,           0.0076231,                   0,           0.0062637,           0.0062637,           0.0062637
                 481,            0.025058,           0.0083831,                   0,             0.97846,             0.95348,             0.97589,             0.74558,            0.022196,            0.007666,                   0,           0.0062512,           0.0062512,           0.0062512
                 482,            0.026212,           0.0089309,                   0,             0.98294,             0.95014,              0.9721,             0.74605,            0.022007,           0.0076014,                   0,           0.0062386,           0.0062386,           0.0062386
                 483,             0.02768,           0.0089597,                   0,             0.97384,             0.95352,             0.96637,             0.74256,            0.022453,           0.0076286,                   0,           0.0062261,           0.0062261,           0.0062261
                 484,            0.026038,           0.0084266,                   0,             0.97107,             0.95652,             0.97365,              0.7456,            0.022244,           0.0076011,                   0,           0.0062135,           0.0062135,           0.0062135
                 485,            0.024289,           0.0083699,                   0,             0.97849,             0.95502,             0.97465,             0.75406,            0.022014,           0.0075593,                   0,            0.006201,            0.006201,            0.006201
                 486,            0.024765,           0.0083865,                   0,             0.97979,             0.95202,             0.97396,             0.75885,            0.021765,           0.0075056,                   0,           0.0061884,           0.0061884,           0.0061884
                 487,            0.025309,           0.0089186,                   0,             0.97982,             0.94903,             0.97223,             0.75498,            0.021892,           0.0075305,                   0,           0.0061759,           0.0061759,           0.0061759
                 488,            0.026287,           0.0089537,                   0,             0.97117,             0.95942,             0.97258,             0.75532,            0.022128,           0.0075596,                   0,           0.0061633,           0.0061633,           0.0061633
                 489,            0.026237,           0.0091877,                   0,             0.97089,             0.95052,             0.96752,             0.74888,            0.021994,           0.0075027,                   0,           0.0061508,           0.0061508,           0.0061508
                 490,            0.025624,           0.0089884,                   0,             0.97972,             0.94453,             0.96844,             0.75454,             0.02167,           0.0074571,                   0,           0.0061382,           0.0061382,           0.0061382
                 491,            0.026353,           0.0083311,                   0,             0.97368,             0.94603,             0.97269,             0.75464,            0.021644,           0.0074664,                   0,           0.0061256,           0.0061256,           0.0061256
                 492,            0.025062,           0.0083462,                   0,             0.98574,             0.93249,             0.97106,             0.74869,            0.021728,           0.0075177,                   0,           0.0061131,           0.0061131,           0.0061131
                 493,            0.026276,           0.0087383,                   0,             0.96369,             0.95502,             0.97634,              0.7532,            0.021792,           0.0075501,                   0,           0.0061005,           0.0061005,           0.0061005
                 494,            0.025602,           0.0091016,                   0,             0.97853,             0.95648,             0.97725,             0.75073,            0.021623,           0.0075291,                   0,            0.006088,            0.006088,            0.006088
                 495,            0.024504,           0.0085608,                   0,             0.96951,             0.95352,               0.976,             0.75354,            0.021599,           0.0075643,                   0,           0.0060754,           0.0060754,           0.0060754
                 496,            0.025104,           0.0083125,                   0,             0.97102,             0.95502,             0.97641,             0.74849,             0.02156,           0.0075378,                   0,           0.0060628,           0.0060628,           0.0060628
                 497,            0.025395,           0.0088715,                   0,              0.9769,             0.95202,             0.97388,             0.75261,            0.021558,           0.0075055,                   0,           0.0060503,           0.0060503,           0.0060503
                 498,            0.026383,           0.0089934,                   0,             0.97853,             0.95649,             0.97715,             0.75381,            0.021844,           0.0075292,                   0,           0.0060377,           0.0060377,           0.0060377
                 499,            0.027404,            0.008683,                   0,             0.97998,             0.95502,             0.97543,             0.75022,            0.022015,           0.0076882,                   0,           0.0060251,           0.0060251,           0.0060251
                 500,             0.02473,           0.0089251,                   0,             0.98264,             0.94753,             0.97297,             0.75618,            0.021437,           0.0076048,                   0,           0.0060126,           0.0060126,           0.0060126
                 501,            0.024328,           0.0087979,                   0,             0.97535,             0.95202,             0.96858,             0.75234,            0.021533,           0.0075857,                   0,               0.006,               0.006,               0.006
                 502,            0.025252,           0.0093949,                   0,             0.97401,             0.95502,             0.97443,             0.75168,             0.02148,           0.0075697,                   0,           0.0059874,           0.0059874,           0.0059874
                 503,            0.024116,           0.0083785,                   0,             0.96955,             0.95502,             0.97287,             0.75614,            0.021226,           0.0074844,                   0,           0.0059749,           0.0059749,           0.0059749
                 504,            0.025709,           0.0090813,                   0,             0.97846,             0.95351,             0.97568,             0.75072,            0.021518,           0.0075464,                   0,           0.0059623,           0.0059623,           0.0059623
                 505,            0.024716,           0.0086258,                   0,              0.9828,             0.95052,             0.97522,             0.75719,            0.021512,           0.0074888,                   0,           0.0059497,           0.0059497,           0.0059497
                 506,            0.024219,            0.008737,                   0,             0.98755,             0.95175,              0.9751,              0.7609,            0.021333,           0.0074675,                   0,           0.0059372,           0.0059372,           0.0059372
                 507,            0.025321,           0.0098598,                   0,             0.98449,             0.95188,             0.97435,             0.76279,            0.021523,           0.0075159,                   0,           0.0059246,           0.0059246,           0.0059246
                 508,            0.026355,           0.0097237,                   0,             0.98743,             0.94753,             0.97487,             0.75968,            0.021563,           0.0074813,                   0,            0.005912,            0.005912,            0.005912
                 509,             0.02584,           0.0093666,                   0,             0.98905,             0.94903,             0.97543,              0.7605,            0.021531,             0.00745,                   0,           0.0058995,           0.0058995,           0.0058995
                 510,            0.024223,           0.0081247,                   0,               0.983,             0.95344,             0.97637,             0.76594,            0.021126,            0.007394,                   0,           0.0058869,           0.0058869,           0.0058869
                 511,            0.025211,           0.0091643,                   0,             0.97856,             0.95782,             0.97577,             0.76533,            0.020988,           0.0073662,                   0,           0.0058744,           0.0058744,           0.0058744
                 512,            0.023131,           0.0084307,                   0,             0.98398,             0.95502,             0.97788,             0.76374,            0.021001,           0.0073705,                   0,           0.0058618,           0.0058618,           0.0058618
                 513,            0.023689,           0.0088667,                   0,             0.98607,               0.955,             0.98065,             0.76471,            0.021198,           0.0073877,                   0,           0.0058492,           0.0058492,           0.0058492
                 514,            0.025381,           0.0085365,                   0,             0.97829,             0.95352,             0.97913,             0.76332,            0.021191,           0.0073256,                   0,           0.0058367,           0.0058367,           0.0058367
                 515,            0.026032,           0.0094082,                   0,             0.98302,             0.95652,             0.97867,             0.76007,            0.021053,           0.0073597,                   0,           0.0058241,           0.0058241,           0.0058241
                 516,            0.023837,           0.0084307,                   0,             0.98297,             0.95202,             0.97572,             0.76494,            0.021059,           0.0073838,                   0,           0.0058116,           0.0058116,           0.0058116
                 517,            0.024529,           0.0083989,                   0,             0.97125,             0.96245,             0.98031,             0.76493,            0.021057,           0.0073989,                   0,            0.005799,            0.005799,            0.005799
                 518,             0.02493,           0.0083875,                   0,             0.98452,             0.95351,             0.97599,             0.76477,            0.020824,            0.007393,                   0,           0.0057865,           0.0057865,           0.0057865
                 519,            0.026253,           0.0093876,                   0,             0.98598,             0.94901,             0.97544,             0.76647,            0.020802,           0.0073874,                   0,           0.0057739,           0.0057739,           0.0057739
                 520,            0.026056,           0.0088837,                   0,             0.98294,             0.95052,             0.97453,             0.76103,            0.021156,           0.0073861,                   0,           0.0057614,           0.0057614,           0.0057614
                 521,            0.023412,           0.0083214,                   0,             0.98741,             0.94753,             0.97544,             0.76532,            0.020844,           0.0073732,                   0,           0.0057488,           0.0057488,           0.0057488
                 522,            0.024488,           0.0089973,                   0,             0.98152,             0.95802,             0.97876,             0.77055,            0.020729,           0.0072965,                   0,           0.0057363,           0.0057363,           0.0057363
                 523,            0.025482,            0.008633,                   0,             0.98461,             0.95952,             0.97583,               0.769,            0.020663,            0.007232,                   0,           0.0057238,           0.0057238,           0.0057238
                 524,            0.024685,           0.0087727,                   0,             0.98459,             0.95786,             0.97771,             0.76684,            0.020751,            0.007251,                   0,           0.0057112,           0.0057112,           0.0057112
                 525,            0.025562,           0.0080771,                   0,             0.97855,             0.95802,             0.97852,              0.7663,            0.021035,           0.0073585,                   0,           0.0056987,           0.0056987,           0.0056987
                 526,            0.026148,           0.0089757,                   0,             0.97847,             0.95652,             0.97732,             0.76794,            0.020901,           0.0073295,                   0,           0.0056862,           0.0056862,           0.0056862
                 527,            0.025547,           0.0080804,                   0,             0.98591,             0.95202,             0.97642,             0.76882,            0.020963,           0.0073129,                   0,           0.0056736,           0.0056736,           0.0056736
                 528,            0.024289,           0.0087409,                   0,             0.98438,             0.95202,             0.97652,             0.76711,            0.021062,           0.0073319,                   0,           0.0056611,           0.0056611,           0.0056611
                 529,             0.02395,           0.0088383,                   0,             0.98449,             0.95177,             0.97825,             0.76749,            0.020881,           0.0073331,                   0,           0.0056486,           0.0056486,           0.0056486
                 530,            0.025185,           0.0084513,                   0,             0.97993,             0.95352,             0.97589,             0.76733,            0.020784,           0.0073103,                   0,           0.0056361,           0.0056361,           0.0056361
                 531,            0.024592,           0.0089076,                   0,             0.98151,             0.95495,             0.98056,             0.76661,            0.020798,           0.0073323,                   0,           0.0056236,           0.0056236,           0.0056236
                 532,            0.024245,           0.0081285,                   0,             0.98446,             0.95652,             0.97936,             0.76369,            0.020869,           0.0073667,                   0,           0.0056111,           0.0056111,           0.0056111
                 533,             0.02383,           0.0079344,                   0,             0.97995,             0.95502,             0.97709,             0.76239,            0.020954,           0.0074085,                   0,           0.0055986,           0.0055986,           0.0055986
                 534,            0.023847,            0.008834,                   0,             0.98308,             0.95801,             0.97838,             0.76637,            0.020862,            0.007421,                   0,           0.0055861,           0.0055861,           0.0055861
                 535,            0.024275,           0.0088169,                   0,             0.98154,             0.95651,             0.97901,             0.76515,            0.020782,           0.0074534,                   0,           0.0055736,           0.0055736,           0.0055736
                 536,            0.024521,           0.0083987,                   0,              0.9844,             0.94593,             0.97336,             0.76629,            0.020869,           0.0073994,                   0,           0.0055611,           0.0055611,           0.0055611
                 537,            0.023827,           0.0086662,                   0,             0.97691,             0.95952,             0.97616,             0.77203,            0.020675,           0.0072882,                   0,           0.0055486,           0.0055486,           0.0055486
                 538,            0.025474,           0.0082138,                   0,             0.97862,             0.96095,              0.9798,             0.77115,            0.020659,           0.0072935,                   0,           0.0055361,           0.0055361,           0.0055361
                 539,            0.022567,           0.0078464,                   0,             0.98009,             0.96252,             0.98005,             0.76985,            0.020807,           0.0073484,                   0,           0.0055236,           0.0055236,           0.0055236
                 540,             0.02397,           0.0089112,                   0,             0.98464,             0.96089,             0.98099,             0.76862,            0.020872,           0.0073748,                   0,           0.0055111,           0.0055111,           0.0055111
                 541,            0.024888,           0.0088245,                   0,             0.98318,             0.96393,             0.98379,             0.77442,            0.020681,           0.0073006,                   0,           0.0054987,           0.0054987,           0.0054987
                 542,            0.023615,           0.0087776,                   0,             0.98468,             0.96394,              0.9836,             0.77949,            0.020533,           0.0072162,                   0,           0.0054862,           0.0054862,           0.0054862
                 543,            0.023731,           0.0082326,                   0,             0.98009,              0.9595,             0.97775,             0.77393,            0.020647,           0.0072284,                   0,           0.0054737,           0.0054737,           0.0054737
                 544,             0.02263,           0.0085971,                   0,             0.98308,             0.96252,              0.9824,             0.77763,            0.020435,           0.0071918,                   0,           0.0054613,           0.0054613,           0.0054613
                 545,             0.02375,           0.0088033,                   0,             0.98149,             0.95802,             0.97808,              0.7758,            0.020334,           0.0071864,                   0,           0.0054488,           0.0054488,           0.0054488
                 546,            0.025467,           0.0089384,                   0,             0.98558,             0.95202,             0.98206,             0.77422,            0.020546,           0.0071996,                   0,           0.0054364,           0.0054364,           0.0054364
                 547,            0.024952,           0.0080212,                   0,             0.97849,             0.95497,             0.97661,             0.77293,            0.020445,           0.0071793,                   0,            0.005424,            0.005424,            0.005424
                 548,            0.024015,           0.0087089,                   0,               0.977,             0.95952,             0.97574,             0.77107,            0.020693,           0.0072253,                   0,           0.0054115,           0.0054115,           0.0054115
                 549,            0.023502,           0.0087374,                   0,             0.97556,             0.95802,             0.97521,             0.77304,             0.02043,           0.0072245,                   0,           0.0053991,           0.0053991,           0.0053991
                 550,            0.023449,           0.0083586,                   0,             0.97863,             0.96099,             0.97634,              0.7742,            0.020501,           0.0072272,                   0,           0.0053867,           0.0053867,           0.0053867
                 551,            0.022886,           0.0075927,                   0,             0.97858,             0.95952,             0.97451,             0.77541,            0.020565,           0.0072083,                   0,           0.0053743,           0.0053743,           0.0053743
                 552,            0.023586,           0.0082876,                   0,             0.98615,             0.96095,             0.98136,             0.77736,            0.020588,           0.0071895,                   0,           0.0053619,           0.0053619,           0.0053619
                 553,            0.022772,           0.0084558,                   0,             0.98189,             0.95202,             0.97518,             0.78143,            0.020413,           0.0071113,                   0,           0.0053495,           0.0053495,           0.0053495
                 554,             0.02259,           0.0077442,                   0,             0.97997,             0.95348,             0.97539,              0.7786,            0.020567,           0.0071484,                   0,           0.0053371,           0.0053371,           0.0053371
                 555,            0.023652,           0.0081419,                   0,             0.98314,             0.96252,             0.98317,             0.77753,            0.020745,           0.0071538,                   0,           0.0053247,           0.0053247,           0.0053247
                 556,            0.024852,           0.0084257,                   0,             0.98463,             0.96252,             0.97733,              0.7704,            0.021035,            0.007241,                   0,           0.0053123,           0.0053123,           0.0053123
                 557,            0.022645,           0.0081048,                   0,             0.97862,             0.96102,             0.97998,             0.77499,            0.020762,           0.0072325,                   0,           0.0052999,           0.0052999,           0.0052999
                 558,            0.022011,           0.0087088,                   0,             0.99064,             0.95202,             0.97683,             0.77679,            0.020233,             0.00718,                   0,           0.0052875,           0.0052875,           0.0052875
                 559,            0.024559,           0.0085534,                   0,             0.98742,             0.95202,             0.97551,             0.77668,            0.020368,           0.0072999,                   0,           0.0052752,           0.0052752,           0.0052752
                 560,            0.022542,           0.0076271,                   0,              0.9726,             0.95952,             0.97505,             0.77514,            0.020342,           0.0073255,                   0,           0.0052628,           0.0052628,           0.0052628
                 561,            0.024236,           0.0090511,                   0,             0.98285,             0.94603,               0.975,             0.77522,             0.02034,           0.0073282,                   0,           0.0052505,           0.0052505,           0.0052505
                 562,            0.022799,           0.0075785,                   0,             0.98124,             0.94603,              0.9743,             0.77238,            0.020365,            0.007257,                   0,           0.0052381,           0.0052381,           0.0052381
                 563,            0.023741,           0.0083242,                   0,             0.97412,             0.95943,             0.97912,             0.76992,            0.020449,           0.0072658,                   0,           0.0052258,           0.0052258,           0.0052258
                 564,            0.024351,           0.0088619,                   0,             0.97867,             0.96402,             0.98178,             0.77257,            0.020423,           0.0073331,                   0,           0.0052135,           0.0052135,           0.0052135
                 565,            0.022595,           0.0085446,                   0,             0.98017,             0.96552,             0.98412,             0.77772,            0.020059,           0.0072324,                   0,           0.0052012,           0.0052012,           0.0052012
                 566,            0.024506,           0.0080765,                   0,             0.98013,             0.96252,             0.98385,             0.77752,             0.02003,           0.0071417,                   0,           0.0051889,           0.0051889,           0.0051889
                 567,            0.023639,           0.0081982,                   0,             0.97869,             0.96385,             0.98405,             0.77586,            0.020082,           0.0071598,                   0,           0.0051765,           0.0051765,           0.0051765
                 568,            0.024628,           0.0083793,                   0,             0.98149,             0.96252,             0.98411,             0.78012,            0.020146,           0.0071502,                   0,           0.0051643,           0.0051643,           0.0051643
                 569,            0.024036,           0.0088383,                   0,             0.98468,             0.96387,             0.98239,             0.78726,            0.019943,           0.0070884,                   0,            0.005152,            0.005152,            0.005152
                 570,            0.023347,           0.0085711,                   0,             0.98764,             0.96252,             0.98454,             0.78558,            0.019786,           0.0070647,                   0,           0.0051397,           0.0051397,           0.0051397
                 571,            0.023292,           0.0079424,                   0,             0.98622,              0.9655,             0.98544,             0.78302,            0.019711,           0.0070349,                   0,           0.0051274,           0.0051274,           0.0051274
                 572,            0.023176,           0.0084242,                   0,             0.97869,             0.96386,             0.98087,             0.78633,            0.019536,            0.006966,                   0,           0.0051152,           0.0051152,           0.0051152
                 573,            0.022733,           0.0080988,                   0,             0.98164,             0.96252,             0.97955,             0.78662,            0.019631,           0.0069896,                   0,           0.0051029,           0.0051029,           0.0051029
                 574,            0.023791,            0.008362,                   0,             0.98165,              0.9625,             0.97983,             0.78437,            0.019967,           0.0070711,                   0,           0.0050907,           0.0050907,           0.0050907
                 575,            0.023256,           0.0088143,                   0,             0.98006,             0.95952,             0.97704,             0.78482,            0.019789,           0.0070378,                   0,           0.0050784,           0.0050784,           0.0050784
                 576,            0.023281,           0.0083198,                   0,             0.98001,             0.95802,             0.97683,             0.78502,            0.019762,           0.0070523,                   0,           0.0050662,           0.0050662,           0.0050662
                 577,            0.022565,           0.0077624,                   0,             0.97702,             0.95802,             0.98029,             0.77673,            0.019855,           0.0070839,                   0,            0.005054,            0.005054,            0.005054
                 578,            0.024017,           0.0079015,                   0,             0.97413,             0.96402,             0.97689,             0.77878,            0.019881,           0.0070682,                   0,           0.0050418,           0.0050418,           0.0050418
                 579,            0.023192,           0.0086065,                   0,              0.9771,             0.95952,             0.97685,             0.78075,            0.019867,           0.0070277,                   0,           0.0050296,           0.0050296,           0.0050296
                 580,            0.023452,           0.0083727,                   0,             0.97409,             0.95801,             0.97482,              0.7813,            0.019787,           0.0070631,                   0,           0.0050174,           0.0050174,           0.0050174
                 581,            0.022469,           0.0079613,                   0,             0.98162,             0.96099,             0.97587,             0.78058,            0.019901,           0.0071398,                   0,           0.0050052,           0.0050052,           0.0050052
                 582,            0.022577,           0.0082496,                   0,              0.9816,             0.96102,              0.9759,             0.77997,            0.019969,           0.0071176,                   0,           0.0049931,           0.0049931,           0.0049931
                 583,            0.024215,           0.0086836,                   0,             0.97846,             0.95652,             0.97307,             0.77896,             0.01997,           0.0070846,                   0,           0.0049809,           0.0049809,           0.0049809
                 584,            0.024104,            0.008466,                   0,             0.98294,             0.95202,             0.97368,              0.7823,            0.019842,           0.0070078,                   0,           0.0049688,           0.0049688,           0.0049688
                 585,            0.022559,           0.0083385,                   0,             0.98446,             0.95352,             0.97518,             0.78418,            0.019725,           0.0069831,                   0,           0.0049566,           0.0049566,           0.0049566
                 586,            0.023109,           0.0077216,                   0,             0.98292,             0.95352,             0.97553,             0.77912,            0.020023,           0.0070782,                   0,           0.0049445,           0.0049445,           0.0049445
                 587,            0.023168,           0.0086395,                   0,             0.98003,             0.95646,             0.97553,             0.78044,            0.020139,           0.0070922,                   0,           0.0049324,           0.0049324,           0.0049324
                 588,            0.023343,           0.0086113,                   0,             0.98436,             0.95502,             0.97493,             0.78154,            0.019929,           0.0070221,                   0,           0.0049203,           0.0049203,           0.0049203
                 589,            0.024197,           0.0080767,                   0,             0.98592,             0.95502,             0.97634,             0.77169,             0.02005,           0.0070581,                   0,           0.0049082,           0.0049082,           0.0049082
                 590,            0.023714,           0.0079095,                   0,             0.98448,             0.95502,             0.97618,             0.78061,            0.019901,           0.0070763,                   0,           0.0048961,           0.0048961,           0.0048961
                 591,            0.023594,           0.0081805,                   0,             0.98755,             0.95352,             0.98012,             0.77915,            0.019601,           0.0070137,                   0,            0.004884,            0.004884,            0.004884
                 592,            0.022664,           0.0076175,                   0,             0.97847,             0.95502,             0.97985,             0.78576,            0.019492,           0.0070074,                   0,            0.004872,            0.004872,            0.004872
                 593,            0.021914,           0.0077117,                   0,              0.9844,             0.94602,              0.9762,             0.78745,            0.019412,           0.0069889,                   0,           0.0048599,           0.0048599,           0.0048599
                 594,            0.023116,           0.0087435,                   0,             0.97994,               0.952,             0.97554,             0.78599,            0.019433,           0.0070146,                   0,           0.0048479,           0.0048479,           0.0048479
                 595,            0.023631,           0.0083055,                   0,             0.98435,             0.94903,             0.97575,             0.78086,            0.019712,           0.0070385,                   0,           0.0048359,           0.0048359,           0.0048359
                 596,            0.022354,           0.0077866,                   0,             0.98448,             0.95202,             0.97856,             0.78148,            0.019851,           0.0070528,                   0,           0.0048238,           0.0048238,           0.0048238
                 597,            0.023063,           0.0085261,                   0,             0.97703,             0.95647,             0.97799,             0.78515,            0.019881,            0.007021,                   0,           0.0048118,           0.0048118,           0.0048118
                 598,            0.023144,           0.0086092,                   0,             0.98454,             0.95501,             0.98187,             0.78557,            0.019918,           0.0070252,                   0,           0.0047998,           0.0047998,           0.0047998
                 599,            0.022962,           0.0076905,                   0,             0.97994,             0.95502,              0.9792,             0.78282,            0.019882,           0.0069796,                   0,           0.0047879,           0.0047879,           0.0047879
                 600,            0.023374,           0.0083591,                   0,             0.98447,             0.95502,             0.97993,             0.77903,            0.019812,           0.0070001,                   0,           0.0047759,           0.0047759,           0.0047759
                 601,            0.022754,           0.0081277,                   0,             0.97727,             0.96701,             0.98383,             0.78465,            0.019758,           0.0070588,                   0,           0.0047639,           0.0047639,           0.0047639
                 602,            0.022242,            0.007934,                   0,             0.98024,             0.96699,             0.98463,             0.78694,            0.019596,           0.0070237,                   0,            0.004752,            0.004752,            0.004752
                 603,             0.02203,           0.0080461,                   0,             0.98168,             0.96398,             0.98288,             0.78496,            0.019466,           0.0069493,                   0,           0.0047401,           0.0047401,           0.0047401
                 604,            0.021461,            0.007609,                   0,             0.98611,             0.95795,             0.98039,             0.78674,            0.019344,           0.0068171,                   0,           0.0047281,           0.0047281,           0.0047281
                 605,            0.023083,           0.0079587,                   0,              0.9862,             0.96393,              0.9847,             0.79007,            0.019292,           0.0067854,                   0,           0.0047162,           0.0047162,           0.0047162
                 606,            0.023476,           0.0079274,                   0,             0.97724,             0.96547,             0.98249,             0.79028,            0.019281,           0.0068594,                   0,           0.0047043,           0.0047043,           0.0047043
                 607,            0.022078,           0.0074829,                   0,             0.98767,             0.96252,              0.9849,             0.78999,            0.019534,           0.0069265,                   0,           0.0046924,           0.0046924,           0.0046924
                 608,             0.02272,           0.0083003,                   0,             0.98779,             0.96993,             0.98684,              0.7861,            0.019582,           0.0069383,                   0,           0.0046806,           0.0046806,           0.0046806
                 609,            0.021411,           0.0073766,                   0,             0.98315,             0.96252,             0.98252,             0.78718,            0.019595,           0.0069272,                   0,           0.0046687,           0.0046687,           0.0046687
                 610,            0.023189,            0.008063,                   0,             0.97417,             0.96252,              0.9786,             0.78373,            0.019516,           0.0069235,                   0,           0.0046569,           0.0046569,           0.0046569
                 611,            0.022521,           0.0080703,                   0,             0.97256,             0.95802,             0.97883,             0.78481,            0.019444,           0.0069179,                   0,            0.004645,            0.004645,            0.004645
                 612,            0.021898,           0.0081306,                   0,             0.97436,              0.9685,             0.98104,             0.78402,            0.019377,           0.0068781,                   0,           0.0046332,           0.0046332,           0.0046332
                 613,            0.021886,           0.0086302,                   0,             0.97428,             0.96702,             0.98056,             0.78285,            0.019358,           0.0068639,                   0,           0.0046214,           0.0046214,           0.0046214
                 614,            0.022044,           0.0084251,                   0,             0.97277,             0.96397,             0.97928,             0.78679,            0.019333,           0.0068608,                   0,           0.0046096,           0.0046096,           0.0046096
                 615,            0.023133,           0.0081254,                   0,             0.97697,             0.95652,             0.97845,             0.78922,            0.019439,            0.006872,                   0,           0.0045979,           0.0045979,           0.0045979
