               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 213,              0.0346,            0.011407,                   0,              0.9688,             0.93096,             0.95613,             0.64564,            0.029444,           0.0095838,                   0,           0.0091452,           0.0091452,           0.0091452
                 214,            0.034556,            0.010429,                   0,             0.97931,             0.92354,             0.95961,             0.64876,            0.029503,           0.0095004,                   0,           0.0091374,           0.0091374,           0.0091374
                 215,            0.033558,            0.010684,                   0,             0.95144,             0.93997,             0.95901,             0.65476,            0.029226,           0.0094201,                   0,           0.0091296,           0.0091296,           0.0091296
                 216,            0.033729,            0.011104,                   0,             0.96605,             0.93848,             0.95776,             0.66202,            0.028263,           0.0093441,                   0,           0.0091217,           0.0091217,           0.0091217
                 217,            0.034504,            0.010296,                   0,             0.96947,             0.91454,             0.94885,             0.64645,             0.02942,           0.0095774,                   0,           0.0091138,           0.0091138,           0.0091138
                 218,            0.033024,            0.010882,                   0,             0.96438,             0.93403,             0.96039,             0.65095,            0.028879,            0.009489,                   0,           0.0091059,           0.0091059,           0.0091059
                 219,            0.033653,            0.010582,                   0,             0.96434,             0.93251,             0.95918,             0.65012,            0.029244,           0.0094974,                   0,            0.009098,            0.009098,            0.009098
                 220,            0.034764,            0.010577,                   0,             0.97289,             0.91451,             0.95393,             0.65131,            0.029411,            0.009429,                   0,             0.00909,             0.00909,             0.00909
                 221,            0.035577,            0.010702,                   0,             0.98532,             0.90547,             0.94782,             0.64162,            0.029742,           0.0096027,                   0,           0.0090821,           0.0090821,           0.0090821
                 222,            0.035436,               0.011,                   0,             0.97183,             0.93102,             0.96012,             0.64384,             0.02969,           0.0096746,                   0,            0.009074,            0.009074,            0.009074
                 223,            0.036517,            0.011706,                   0,             0.97415,             0.92204,             0.95694,             0.63439,            0.029557,           0.0097208,                   0,            0.009066,            0.009066,            0.009066
                 224,            0.035253,            0.010855,                   0,             0.97125,             0.91754,              0.9549,             0.64127,            0.029052,           0.0095002,                   0,           0.0090579,           0.0090579,           0.0090579
                 225,            0.034729,            0.010432,                   0,             0.96255,             0.92486,             0.96311,             0.65083,            0.029164,           0.0094781,                   0,           0.0090498,           0.0090498,           0.0090498
                 226,            0.038016,            0.012097,                   0,             0.95309,             0.94435,             0.96404,             0.66076,            0.028781,           0.0094162,                   0,           0.0090416,           0.0090416,           0.0090416
                 227,            0.036844,            0.011814,                   0,             0.96111,             0.92637,             0.95758,             0.65656,            0.028718,           0.0094457,                   0,           0.0090334,           0.0090334,           0.0090334
                 228,             0.03344,            0.010376,                   0,             0.97395,             0.91604,             0.96155,             0.64476,            0.029773,           0.0096088,                   0,           0.0090252,           0.0090252,           0.0090252
                 229,            0.032983,            0.010254,                   0,             0.96718,             0.92954,             0.95579,             0.65062,            0.029191,           0.0095101,                   0,            0.009017,            0.009017,            0.009017
                 230,            0.033694,            0.011373,                   0,             0.98722,              0.9263,             0.96009,             0.65906,            0.028356,           0.0093086,                   0,           0.0090087,           0.0090087,           0.0090087
                 231,            0.036383,            0.010806,                   0,             0.98104,             0.93084,             0.95932,             0.64289,            0.029741,           0.0096107,                   0,           0.0090004,           0.0090004,           0.0090004
                 232,            0.034507,            0.011447,                   0,             0.96313,             0.94002,              0.9632,             0.66415,            0.028175,           0.0095817,                   0,           0.0089921,           0.0089921,           0.0089921
                 233,            0.034254,            0.010818,                   0,             0.96444,             0.93521,             0.95601,             0.66005,            0.028372,           0.0094823,                   0,           0.0089838,           0.0089838,           0.0089838
                 234,            0.035983,            0.010308,                   0,             0.97463,             0.92504,             0.95577,             0.65905,            0.028717,           0.0094583,                   0,           0.0089754,           0.0089754,           0.0089754
                 235,            0.032532,             0.01006,                   0,             0.97772,             0.92125,             0.95318,             0.66098,            0.028512,           0.0093891,                   0,            0.008967,            0.008967,            0.008967
                 236,            0.035332,            0.010581,                   0,              0.9717,             0.92804,             0.95694,             0.66624,            0.029225,           0.0094169,                   0,           0.0089585,           0.0089585,           0.0089585
                 237,            0.036589,            0.010958,                   0,             0.98576,             0.93403,              0.9586,             0.66723,            0.028585,           0.0094605,                   0,           0.0089501,           0.0089501,           0.0089501
                 238,            0.032603,            0.010874,                   0,             0.97352,             0.93695,             0.95726,              0.6614,            0.028893,           0.0094004,                   0,           0.0089416,           0.0089416,           0.0089416
                 239,              0.0341,            0.010931,                   0,             0.97483,             0.93553,             0.96016,              0.6718,            0.027957,           0.0092726,                   0,            0.008933,            0.008933,            0.008933
                 240,            0.034315,            0.011045,                   0,             0.96704,             0.93103,             0.95843,             0.66311,            0.028406,           0.0093104,                   0,           0.0089245,           0.0089245,           0.0089245
                 241,            0.032631,            0.011129,                   0,             0.97162,             0.93103,             0.95144,             0.65854,            0.028492,           0.0093423,                   0,           0.0089159,           0.0089159,           0.0089159
                 242,            0.034377,            0.010712,                   0,             0.97136,             0.92654,             0.95551,             0.66705,            0.029056,           0.0095132,                   0,           0.0089073,           0.0089073,           0.0089073
                 243,            0.035338,            0.011246,                   0,             0.97196,             0.93547,              0.9592,             0.66712,             0.02881,           0.0095212,                   0,           0.0088986,           0.0088986,           0.0088986
                 244,            0.033835,            0.010566,                   0,             0.95706,             0.93553,             0.95462,              0.6739,            0.028523,           0.0094613,                   0,           0.0088899,           0.0088899,           0.0088899
                 245,            0.033118,            0.010374,                   0,             0.96573,             0.93103,             0.95272,             0.67582,            0.027822,           0.0093554,                   0,           0.0088812,           0.0088812,           0.0088812
                 246,            0.030825,            0.010324,                   0,             0.96118,             0.92954,             0.95599,             0.67589,            0.027866,           0.0093029,                   0,           0.0088725,           0.0088725,           0.0088725
                 247,            0.033897,             0.01003,                   0,             0.97737,             0.91154,             0.95059,             0.67467,            0.028292,           0.0092029,                   0,           0.0088637,           0.0088637,           0.0088637
                 248,             0.03559,            0.010601,                   0,             0.96943,             0.91154,             0.95033,             0.66856,             0.02808,           0.0092459,                   0,            0.008855,            0.008855,            0.008855
                 249,            0.033936,             0.01044,                   0,             0.96461,             0.93989,             0.95742,             0.67288,             0.02788,           0.0092531,                   0,           0.0088461,           0.0088461,           0.0088461
                 250,            0.033058,           0.0098896,                   0,             0.95995,             0.94003,             0.95632,             0.68266,            0.027228,           0.0092468,                   0,           0.0088373,           0.0088373,           0.0088373
                 251,            0.031629,            0.010232,                   0,             0.97908,             0.91304,             0.94845,             0.65512,            0.028604,           0.0093371,                   0,           0.0088284,           0.0088284,           0.0088284
                 252,            0.033554,            0.011331,                   0,             0.97622,             0.92335,             0.95766,             0.67807,            0.028185,           0.0092806,                   0,           0.0088195,           0.0088195,           0.0088195
                 253,            0.033787,            0.010122,                   0,             0.97031,             0.93553,              0.9661,             0.66487,            0.028197,           0.0093137,                   0,           0.0088106,           0.0088106,           0.0088106
                 254,            0.033346,            0.010993,                   0,              0.9616,             0.94303,              0.9637,              0.6801,            0.027303,           0.0091482,                   0,           0.0088016,           0.0088016,           0.0088016
                 255,            0.031758,            0.010101,                   0,              0.9606,              0.9504,             0.96765,             0.68547,            0.026997,           0.0091323,                   0,           0.0087927,           0.0087927,           0.0087927
                 256,            0.031286,            0.010291,                   0,             0.96923,             0.94447,             0.96658,             0.69113,            0.027218,           0.0090445,                   0,           0.0087837,           0.0087837,           0.0087837
                 257,            0.034074,            0.010853,                   0,             0.96172,             0.94153,             0.95653,             0.68584,            0.027664,           0.0091338,                   0,           0.0087746,           0.0087746,           0.0087746
                 258,            0.031752,            0.010107,                   0,             0.97599,             0.92654,             0.96084,             0.69603,            0.027293,           0.0090884,                   0,           0.0087655,           0.0087655,           0.0087655
                 259,             0.03564,            0.011069,                   0,             0.97637,             0.93103,             0.96086,             0.68425,            0.027343,           0.0092477,                   0,           0.0087565,           0.0087565,           0.0087565
                 260,            0.032168,             0.01043,                   0,             0.96352,              0.9505,              0.9626,              0.6777,            0.027478,           0.0093104,                   0,           0.0087473,           0.0087473,           0.0087473
                 261,            0.033628,            0.011192,                   0,             0.96287,             0.94453,             0.96402,             0.68281,            0.026564,           0.0090802,                   0,           0.0087382,           0.0087382,           0.0087382
                 262,             0.03125,            0.010063,                   0,             0.96331,             0.94603,             0.96521,             0.68562,             0.02695,             0.00912,                   0,            0.008729,            0.008729,            0.008729
                 263,            0.033257,           0.0099516,                   0,             0.96322,             0.94303,             0.96327,              0.6901,            0.026686,           0.0091051,                   0,           0.0087198,           0.0087198,           0.0087198
                 264,            0.033138,            0.010418,                   0,             0.97348,             0.93548,             0.96537,             0.68484,            0.026979,           0.0091508,                   0,           0.0087106,           0.0087106,           0.0087106
                 265,            0.031745,             0.01033,                   0,             0.97504,             0.93702,             0.96401,             0.69407,            0.026771,           0.0090857,                   0,           0.0087013,           0.0087013,           0.0087013
                 266,            0.032439,            0.010493,                   0,              0.9735,             0.94003,             0.96674,             0.69159,            0.027135,           0.0090885,                   0,           0.0086921,           0.0086921,           0.0086921
                 267,            0.031538,            0.010154,                   0,             0.97305,             0.92504,              0.9573,             0.66084,            0.027815,           0.0090639,                   0,           0.0086827,           0.0086827,           0.0086827
                 268,            0.030387,           0.0097133,                   0,             0.96909,             0.93997,             0.96259,             0.68088,            0.027223,           0.0090273,                   0,           0.0086734,           0.0086734,           0.0086734
                 269,            0.034159,           0.0099838,                   0,             0.97346,             0.93489,             0.96607,             0.66957,            0.028184,           0.0093002,                   0,            0.008664,            0.008664,            0.008664
                 270,            0.035227,            0.010843,                   0,             0.97815,             0.94003,             0.96286,             0.67487,            0.027224,           0.0092042,                   0,           0.0086547,           0.0086547,           0.0086547
                 271,            0.030719,           0.0097651,                   0,             0.97351,             0.93853,             0.96174,             0.68423,            0.026518,           0.0090607,                   0,           0.0086452,           0.0086452,           0.0086452
                 272,            0.033045,           0.0098321,                   0,             0.96705,             0.92654,             0.95266,             0.67196,            0.027471,           0.0091062,                   0,           0.0086358,           0.0086358,           0.0086358
                 273,            0.032388,            0.010541,                   0,             0.96859,             0.92954,             0.95778,             0.67762,            0.026998,           0.0090782,                   0,           0.0086263,           0.0086263,           0.0086263
                 274,            0.032349,            0.010342,                   0,             0.96461,             0.94003,             0.95799,             0.67601,            0.027558,           0.0090353,                   0,           0.0086169,           0.0086169,           0.0086169
                 275,            0.035629,            0.010461,                   0,             0.95455,             0.94452,             0.96434,             0.68091,            0.027162,           0.0091467,                   0,           0.0086073,           0.0086073,           0.0086073
                 276,            0.031788,           0.0097565,                   0,             0.96614,              0.9412,             0.96245,             0.68338,            0.026805,           0.0091205,                   0,           0.0085978,           0.0085978,           0.0085978
                 277,            0.033174,            0.010396,                   0,             0.97611,             0.92804,             0.95563,              0.6832,             0.02678,           0.0090149,                   0,           0.0085882,           0.0085882,           0.0085882
                 278,            0.031938,            0.010663,                   0,             0.95147,             0.94153,             0.96105,             0.68151,            0.027351,           0.0092349,                   0,           0.0085786,           0.0085786,           0.0085786
                 279,            0.032168,            0.010337,                   0,             0.96285,             0.93703,             0.95914,               0.685,            0.026918,            0.009095,                   0,            0.008569,            0.008569,            0.008569
                 280,            0.032722,            0.010533,                   0,              0.9614,             0.93703,             0.95713,              0.6839,            0.026418,           0.0091669,                   0,           0.0085594,           0.0085594,           0.0085594
                 281,            0.032485,            0.010123,                   0,             0.96146,             0.93553,             0.96417,             0.69072,            0.026548,           0.0091871,                   0,           0.0085497,           0.0085497,           0.0085497
                 282,            0.030757,            0.010049,                   0,             0.96002,             0.93853,             0.95975,             0.69498,            0.026089,           0.0090975,                   0,             0.00854,             0.00854,             0.00854
                 283,            0.030411,            0.010496,                   0,             0.96188,             0.94587,             0.96337,             0.69704,            0.026047,           0.0088991,                   0,           0.0085303,           0.0085303,           0.0085303
                 284,            0.031944,           0.0096993,                   0,             0.96609,             0.94453,             0.97064,             0.68127,            0.026547,           0.0090239,                   0,           0.0085205,           0.0085205,           0.0085205
                 285,            0.034053,            0.010496,                   0,             0.97359,             0.94003,             0.96537,             0.68816,             0.02655,           0.0090063,                   0,           0.0085108,           0.0085108,           0.0085108
                 286,            0.032018,            0.010085,                   0,             0.96904,             0.93847,              0.9598,             0.69812,            0.026229,           0.0089058,                   0,            0.008501,            0.008501,            0.008501
                 287,             0.03207,            0.010501,                   0,             0.96177,             0.94303,             0.96071,             0.68763,            0.026376,           0.0089951,                   0,           0.0084912,           0.0084912,           0.0084912
                 288,            0.030588,           0.0099592,                   0,             0.96163,             0.94003,             0.96012,             0.69148,            0.025693,           0.0088474,                   0,           0.0084813,           0.0084813,           0.0084813
                 289,            0.033154,            0.011106,                   0,             0.98086,             0.93403,             0.96003,              0.6818,            0.026485,           0.0088429,                   0,           0.0084714,           0.0084714,           0.0084714
                 290,            0.031665,            0.010237,                   0,             0.96754,             0.93845,             0.96085,             0.68663,             0.02651,             0.00898,                   0,           0.0084615,           0.0084615,           0.0084615
                 291,            0.033524,             0.01154,                   0,             0.96764,             0.94453,             0.96108,             0.68825,            0.026431,           0.0090597,                   0,           0.0084516,           0.0084516,           0.0084516
                 292,            0.032426,            0.010351,                   0,              0.9676,             0.94153,             0.96231,             0.68775,            0.026412,            0.009091,                   0,           0.0084417,           0.0084417,           0.0084417
                 293,            0.031374,            0.010006,                   0,             0.96481,             0.94529,             0.96209,             0.69127,            0.026453,            0.009065,                   0,           0.0084317,           0.0084317,           0.0084317
                 294,             0.02991,           0.0098502,                   0,             0.95732,             0.94148,             0.96149,             0.68907,             0.02663,            0.009083,                   0,           0.0084217,           0.0084217,           0.0084217
                 295,            0.031369,            0.010451,                   0,             0.98397,              0.9204,             0.96022,             0.69439,            0.026142,            0.008874,                   0,           0.0084117,           0.0084117,           0.0084117
                 296,            0.031608,            0.010598,                   0,             0.97485,             0.93103,             0.96156,              0.6983,            0.026013,             0.00881,                   0,           0.0084017,           0.0084017,           0.0084017
                 297,            0.030991,           0.0093219,                   0,             0.96462,             0.94453,             0.96477,             0.69787,            0.026036,           0.0087461,                   0,           0.0083916,           0.0083916,           0.0083916
                 298,            0.031618,            0.009911,                   0,             0.96937,             0.94892,             0.96581,             0.68435,            0.026858,           0.0088408,                   0,           0.0083815,           0.0083815,           0.0083815
                 299,             0.03197,           0.0095711,                   0,             0.96789,             0.94891,             0.96482,             0.69791,            0.025867,           0.0087462,                   0,           0.0083714,           0.0083714,           0.0083714
                 300,            0.032018,           0.0099405,                   0,             0.96902,             0.94153,             0.96745,              0.6889,            0.026563,           0.0088763,                   0,           0.0083613,           0.0083613,           0.0083613
                 301,             0.03482,            0.010447,                   0,             0.96483,             0.94593,             0.96653,             0.68528,             0.02659,           0.0089012,                   0,           0.0083511,           0.0083511,           0.0083511
                 302,            0.031868,            0.010242,                   0,             0.98734,             0.93533,             0.96928,             0.69587,            0.025933,           0.0088741,                   0,            0.008341,            0.008341,            0.008341
                 303,            0.032988,            0.010672,                   0,             0.98271,             0.94153,             0.97002,             0.69485,            0.025966,           0.0088401,                   0,           0.0083308,           0.0083308,           0.0083308
                 304,            0.029005,             0.01047,                   0,             0.96918,             0.94287,             0.96863,             0.70261,             0.02553,           0.0087436,                   0,           0.0083205,           0.0083205,           0.0083205
                 305,            0.030106,           0.0088118,                   0,             0.98112,             0.93496,             0.97129,             0.69986,            0.025856,            0.008749,                   0,           0.0083103,           0.0083103,           0.0083103
                 306,            0.032331,            0.010412,                   0,             0.97218,             0.94453,             0.96592,             0.69213,            0.025732,           0.0087843,                   0,              0.0083,              0.0083,              0.0083
                 307,            0.032692,            0.010516,                   0,             0.97633,             0.93553,              0.9626,             0.69394,            0.026395,           0.0088628,                   0,           0.0082897,           0.0082897,           0.0082897
                 308,            0.029333,           0.0098198,                   0,             0.98122,             0.93981,             0.97055,             0.69631,            0.026022,           0.0088304,                   0,           0.0082794,           0.0082794,           0.0082794
                 309,            0.028929,           0.0097128,                   0,             0.97793,             0.93403,              0.9626,             0.69656,            0.025711,           0.0087847,                   0,           0.0082691,           0.0082691,           0.0082691
                 310,            0.029361,           0.0096498,                   0,               0.972,             0.93696,             0.96202,             0.70824,            0.025116,           0.0086687,                   0,           0.0082587,           0.0082587,           0.0082587
                 311,            0.030882,            0.009973,                   0,             0.96499,             0.95052,             0.96399,             0.70156,            0.025262,           0.0086926,                   0,           0.0082483,           0.0082483,           0.0082483
                 312,            0.031054,            0.011108,                   0,             0.97221,             0.95052,             0.96946,             0.70752,            0.025154,           0.0086942,                   0,           0.0082379,           0.0082379,           0.0082379
                 313,            0.031034,           0.0099696,                   0,             0.96189,             0.94599,              0.9662,              0.7052,             0.02527,           0.0087025,                   0,           0.0082275,           0.0082275,           0.0082275
                 314,            0.030957,            0.010077,                   0,             0.95475,             0.94901,               0.969,             0.70426,            0.025811,           0.0087098,                   0,           0.0082171,           0.0082171,           0.0082171
                 315,            0.029484,            0.010229,                   0,             0.95763,             0.94889,             0.97123,             0.70711,            0.025245,           0.0086543,                   0,           0.0082066,           0.0082066,           0.0082066
                 316,            0.030716,            0.010501,                   0,              0.9791,             0.92654,             0.97137,              0.7077,            0.025281,           0.0087611,                   0,           0.0081961,           0.0081961,           0.0081961
                 317,            0.031525,           0.0093414,                   0,             0.98431,             0.94603,             0.97169,             0.70385,            0.025759,           0.0088626,                   0,           0.0081856,           0.0081856,           0.0081856
                 318,            0.031432,            0.010756,                   0,              0.9785,             0.95652,             0.97376,             0.69242,            0.026024,           0.0089137,                   0,            0.008175,            0.008175,            0.008175
                 319,            0.031437,           0.0098018,                   0,             0.97975,             0.94292,             0.96996,             0.69341,            0.025983,           0.0088701,                   0,           0.0081645,           0.0081645,           0.0081645
                 320,             0.03067,            0.010938,                   0,             0.98888,             0.94153,             0.97284,             0.69962,            0.025261,           0.0087189,                   0,           0.0081539,           0.0081539,           0.0081539
                 321,            0.031205,            0.010268,                   0,             0.98122,             0.94002,             0.96867,             0.70455,            0.025107,           0.0086403,                   0,           0.0081433,           0.0081433,           0.0081433
                 322,            0.032773,            0.010208,                   0,              0.9692,             0.94453,             0.96386,             0.70704,            0.025511,           0.0088141,                   0,           0.0081327,           0.0081327,           0.0081327
                 323,            0.031777,            0.010632,                   0,             0.97368,             0.94301,             0.96315,             0.69344,            0.025992,           0.0090183,                   0,            0.008122,            0.008122,            0.008122
                 324,            0.031128,           0.0097632,                   0,             0.97964,             0.94303,             0.96745,             0.70123,             0.02558,           0.0087321,                   0,           0.0081114,           0.0081114,           0.0081114
                 325,             0.02952,           0.0095504,                   0,              0.9889,             0.93539,             0.96518,             0.70433,            0.025321,           0.0086033,                   0,           0.0081007,           0.0081007,           0.0081007
                 326,            0.027825,            0.009464,                   0,             0.97495,             0.94453,             0.96713,             0.70544,            0.025214,           0.0085283,                   0,             0.00809,             0.00809,             0.00809
                 327,            0.029767,            0.010142,                   0,             0.97218,             0.94297,             0.96288,             0.70482,            0.025275,           0.0085221,                   0,           0.0080793,           0.0080793,           0.0080793
                 328,            0.032988,            0.010184,                   0,             0.97356,             0.94153,             0.96359,             0.70716,            0.025926,           0.0086502,                   0,           0.0080685,           0.0080685,           0.0080685
                 329,              0.0314,           0.0099315,                   0,             0.97871,             0.94003,             0.96699,             0.70755,            0.025071,           0.0087343,                   0,           0.0080578,           0.0080578,           0.0080578
                 330,            0.029417,            0.010273,                   0,             0.98885,             0.93095,             0.96918,              0.7056,            0.024628,            0.008584,                   0,            0.008047,            0.008047,            0.008047
                 331,            0.030498,            0.010307,                   0,             0.95915,              0.9505,             0.96178,              0.7071,            0.024823,           0.0085924,                   0,           0.0080362,           0.0080362,           0.0080362
                 332,            0.029651,           0.0093492,                   0,             0.96646,             0.95051,             0.96374,             0.71457,            0.025095,           0.0086575,                   0,           0.0080253,           0.0080253,           0.0080253
                 333,            0.031204,            0.010309,                   0,             0.97641,             0.93083,             0.96197,             0.71057,            0.024993,           0.0085848,                   0,           0.0080145,           0.0080145,           0.0080145
                 334,            0.031045,             0.01019,                   0,             0.98113,             0.93545,             0.96475,             0.71381,            0.025087,           0.0085293,                   0,           0.0080036,           0.0080036,           0.0080036
                 335,            0.029998,            0.010361,                   0,             0.97781,             0.93853,              0.9668,             0.70539,            0.025251,           0.0085994,                   0,           0.0079927,           0.0079927,           0.0079927
                 336,            0.028622,           0.0089147,                   0,             0.97205,             0.94003,             0.96145,             0.70609,            0.024611,           0.0085039,                   0,           0.0079818,           0.0079818,           0.0079818
                 337,            0.029846,           0.0099976,                   0,             0.97949,             0.93075,              0.9621,             0.70255,            0.025144,           0.0085714,                   0,           0.0079709,           0.0079709,           0.0079709
                 338,            0.033646,            0.010239,                   0,             0.97344,             0.93402,             0.96251,              0.6946,            0.025947,           0.0087003,                   0,             0.00796,             0.00796,             0.00796
                 339,            0.031855,           0.0099902,                   0,             0.97213,             0.94147,             0.96272,             0.69504,            0.025933,           0.0088386,                   0,            0.007949,            0.007949,            0.007949
                 340,            0.030783,           0.0098351,                   0,             0.96197,             0.95052,              0.9665,             0.70299,            0.025439,           0.0087236,                   0,            0.007938,            0.007938,            0.007938
                 341,            0.030163,           0.0098123,                   0,             0.97515,             0.94129,             0.96358,             0.70101,            0.025366,           0.0086828,                   0,            0.007927,            0.007927,            0.007927
                 342,            0.028809,            0.010556,                   0,             0.98282,             0.94453,             0.97106,             0.70595,            0.025396,           0.0086118,                   0,            0.007916,            0.007916,            0.007916
                 343,            0.030435,            0.010395,                   0,             0.97972,             0.94138,              0.9693,             0.70729,            0.025726,           0.0087055,                   0,            0.007905,            0.007905,            0.007905
                 344,            0.032473,            0.010295,                   0,              0.9736,             0.93991,             0.96719,             0.69847,             0.02601,           0.0087803,                   0,           0.0078939,           0.0078939,           0.0078939
                 345,            0.030904,           0.0099108,                   0,             0.97969,             0.93991,             0.96783,             0.70486,            0.025273,           0.0086739,                   0,           0.0078828,           0.0078828,           0.0078828
                 346,            0.028515,           0.0095362,                   0,             0.98122,             0.94453,             0.97193,             0.70638,            0.025014,           0.0086013,                   0,           0.0078717,           0.0078717,           0.0078717
                 347,            0.030186,            0.010094,                   0,             0.97365,             0.94303,             0.96243,             0.71059,            0.024863,           0.0084843,                   0,           0.0078606,           0.0078606,           0.0078606
                 348,            0.027526,           0.0092623,                   0,             0.97828,             0.94903,               0.969,             0.71168,            0.024645,           0.0083644,                   0,           0.0078495,           0.0078495,           0.0078495
                 349,            0.032013,           0.0089111,                   0,             0.97966,             0.93851,              0.9701,             0.70908,            0.024758,           0.0084052,                   0,           0.0078383,           0.0078383,           0.0078383
                 350,            0.032589,           0.0098459,                   0,             0.96041,             0.94603,             0.96569,               0.709,            0.024734,           0.0084461,                   0,           0.0078271,           0.0078271,           0.0078271
                 351,            0.030544,           0.0095968,                   0,             0.97046,             0.94003,             0.96663,             0.71582,            0.024642,           0.0084343,                   0,            0.007816,            0.007816,            0.007816
                 352,            0.027972,           0.0095274,                   0,             0.97076,             0.94561,             0.96955,             0.72074,            0.024544,           0.0084435,                   0,           0.0078048,           0.0078048,           0.0078048
                 353,            0.029211,            0.010022,                   0,             0.96428,             0.94603,              0.9666,             0.71649,            0.024351,           0.0084145,                   0,           0.0077935,           0.0077935,           0.0077935
                 354,            0.029432,           0.0095138,                   0,             0.96636,             0.94753,             0.96584,             0.70856,            0.024868,           0.0084624,                   0,           0.0077823,           0.0077823,           0.0077823
                 355,            0.030414,           0.0097569,                   0,             0.97905,             0.93253,             0.96288,             0.70704,            0.024917,           0.0086058,                   0,            0.007771,            0.007771,            0.007771
                 356,            0.029492,           0.0096368,                   0,             0.97978,             0.94753,             0.96852,             0.71338,            0.025093,           0.0085881,                   0,           0.0077598,           0.0077598,           0.0077598
                 357,            0.029222,            0.010123,                   0,              0.9844,             0.94601,             0.96739,             0.71141,            0.025238,           0.0085902,                   0,           0.0077485,           0.0077485,           0.0077485
                 358,            0.028694,            0.010003,                   0,             0.96942,             0.95047,             0.96516,             0.71182,            0.024849,            0.008446,                   0,           0.0077372,           0.0077372,           0.0077372
                 359,            0.028738,           0.0096825,                   0,             0.98418,             0.93403,             0.96463,             0.71323,            0.024635,           0.0083016,                   0,           0.0077258,           0.0077258,           0.0077258
                 360,            0.028287,           0.0097497,                   0,             0.97828,             0.94753,             0.97238,             0.71268,            0.024544,           0.0082807,                   0,           0.0077145,           0.0077145,           0.0077145
                 361,            0.028276,           0.0099069,                   0,             0.97819,             0.94146,             0.96965,             0.71961,            0.024264,           0.0082068,                   0,           0.0077031,           0.0077031,           0.0077031
                 362,            0.029713,           0.0094865,                   0,             0.97674,             0.94446,             0.97073,             0.71463,            0.025212,           0.0083025,                   0,           0.0076917,           0.0076917,           0.0076917
                 363,            0.028468,           0.0093026,                   0,             0.97617,             0.92654,               0.968,             0.72252,              0.0245,           0.0082868,                   0,           0.0076803,           0.0076803,           0.0076803
                 364,            0.028262,            0.009259,                   0,             0.97962,             0.93679,             0.97094,             0.72471,            0.024163,           0.0082712,                   0,           0.0076689,           0.0076689,           0.0076689
                 365,            0.027798,           0.0091123,                   0,             0.97831,             0.94753,             0.97057,             0.72071,             0.02412,           0.0082686,                   0,           0.0076575,           0.0076575,           0.0076575
                 366,            0.030598,             0.01008,                   0,             0.97957,             0.94153,             0.96452,             0.71954,            0.024086,           0.0083944,                   0,           0.0076461,           0.0076461,           0.0076461
